Price,Close,High,Low,Open,Volume,5_Month_MA,10_Month_MA,20_Month_MA,30_Month_MA,60_Month_MA,120_Month_MA,233_Month_MA,5_Month_MA_Slope,10_Month_MA_Slope,20_Month_MA_Slope,30_Month_MA_Slope,60_Month_MA_Slope,120_Month_MA_Slope,233_Month_MA_Slope
Ticker,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,
1985-01-01,278.70001220703125,278.8999938964844,245.8000030517578,247.10000610351562,1782060000,,,,,,,,,,,,,,
1985-02-01,284.20001220703125,289.29998779296875,277.8999938964844,277.8999938964844,1742850000,,,,,,,,,,,,,,
1985-03-01,279.20001220703125,287.79998779296875,275.6000061035156,285.1000061035156,1611310000,,,,,,,,,,,,,,
1985-04-01,280.6000061035156,284.79998779296875,276.20001220703125,279.5,1506450000,,,,,,,,,,,,,,
1985-05-01,290.79998779296875,294.79998779296875,278.79998779296875,280.5,1673270000,282.70000610351565,,,,,,,,,,,,,
1985-06-01,296.20001220703125,296.20001220703125,286.70001220703125,291.3999938964844,1582580000,286.20000610351565,,,,,,,3.5,,,,,,
1985-07-01,301.29998779296875,307.8999938964844,295.5,295.8999938964844,1769440000,289.6200012207031,,,,,,,3.4199951171874545,,,,,,
1985-08-01,297.70001220703125,304.6000061035156,295.1000061035156,302.6000061035156,1636000000,293.32000122070315,,,,,,,3.7000000000000455,,,,,,
1985-09-01,280.29998779296875,297.70001220703125,279.5,297.29998779296875,1334990000,293.25999755859374,,,,,,,-0.060003662109409106,,,,,,
1985-10-01,292.5,292.79998779296875,276.6000061035156,280.6000061035156,1858340000,293.6,288.15000305175784,,,,,,0.3400024414062841,,,,,,
1985-11-01,314.0,314.0,292.5,293.0,1840880000,297.1599975585938,291.6800018310547,,,,,,3.55999755859375,3.529998779296875,,,,,
1985-12-01,324.8999938964844,325.6000061035156,312.29998779296875,313.8999938964844,2212020000,301.8799987792969,295.75,,,,,,4.720001220703125,4.06999816894529,,,,,
1986-01-01,335.79998779296875,335.79998779296875,322.1000061035156,325.0,2410850000,309.4999938964844,301.4099975585938,,,,,,7.6199951171875,5.659997558593773,,,,,
1986-02-01,359.5,359.79998779296875,335.79998779296875,336.1000061035156,2345500000,325.3399963378906,309.2999969482422,,,,,,15.840002441406227,7.8899993896484375,,,,,
1986-03-01,374.70001220703125,374.70001220703125,359.1000061035156,360.0,2595900000,341.7799987792969,317.68999938964845,,,,,,16.44000244140625,8.390002441406239,,,,,
1986-04-01,383.20001220703125,393.0,368.0,375.79998779296875,2814600000,355.6200012207031,326.38999938964844,,,,,,13.840002441406227,8.699999999999989,,,,,
1986-05-01,400.20001220703125,400.3999938964844,381.5,383.20001220703125,2412320000,370.6800048828125,336.2800018310547,,,,,,15.060003662109409,9.890002441406239,,,,,
1986-06-01,405.5,405.5,391.79998779296875,400.70001220703125,2569400000,384.62000732421876,347.06000061035155,,,,,,13.94000244140625,10.779998779296875,,,,,
1986-07-01,371.3999938964844,411.29998779296875,369.1000061035156,407.0,2411040000,387.0000061035156,356.1700012207031,,,,,,2.379998779296841,9.110000610351562,,,,,
1986-08-01,382.8999938964844,383.20001220703125,364.3999938964844,372.5,2101540000,388.64000244140624,365.2100006103516,326.6800018310547,,,,,1.6399963378906364,9.039999389648472,,,,,
