Price,Close,High,Low,Open,Volume,5_Month_MA,10_Month_MA,20_Month_MA,30_Month_MA,60_Month_MA,120_Month_MA,233_Month_MA,5_Month_MA_Slope,10_Month_MA_Slope,20_Month_MA_Slope,30_Month_MA_Slope,60_Month_MA_Slope,120_Month_MA_Slope,233_Month_MA_Slope,5_Month_MA_Percent_Change,10_Month_MA_Percent_Change,20_Month_MA_Percent_Change,30_Month_MA_Percent_Change,60_Month_MA_Percent_Change,120_Month_MA_Percent_Change,233_Month_MA_Percent_Change
Ticker,0700.HK,0700.HK,0700.HK,0700.HK,0700.HK,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-01,0.7452253699302673,0.8015508605146324,0.6845673906529784,0.7582236204031276,3991876934,,,,,,,,,,,,,,,,,,,,,
2004-07-01,0.6672365665435791,0.7712217726943703,0.5849154819438975,0.7452252750581753,1144248100,,,,,,,,,,,,,,,,,,,,,
2004-08-01,0.6369077563285828,0.7018981721942976,0.5849155917204686,0.6672366917701198,532151714,,,,,,,,,,,,,,,,,,,,,
2004-09-01,0.6585707664489746,0.6888997529914873,0.5979128493920925,0.6369076528580419,450780583,,,,,,,,,,,,,,,,,,,,,
2004-10-01,0.7972174286842346,0.831879801436273,0.6585707951115224,0.6585707951115224,937747024,0.7010315775871276,,,,,,,,,,,,,,,,,,,,
2004-11-01,1.022518515586853,1.0485150130309828,0.766888382436865,0.7885525038279174,1048726177,0.7564902067184448,,,,,,,0.05545862913131716,,,,,,,7.911002999636563,,,,,,
2004-12-01,0.8015508055686951,1.1005072963184994,0.8015508055686951,1.0225185832215165,869202565,0.783353054523468,,,,,,,0.026862847805023238,,,,,,,3.550984211884356,,,,,,
2005-01-01,0.7885525822639465,0.8622088094194561,0.7408929111665431,0.8145491383220527,729109169,0.8136820197105408,,,,,,,0.03032896518707273,,,,,,,3.8716853163383025,,,,,,
2005-02-01,0.883871853351593,0.9358639494826604,0.7885524688392909,0.7885524688392909,687443531,0.8587422370910645,,,,,,,0.04506021738052368,,,,,,,5.537816528937611,,,,,,
2005-03-01,0.9791913032531738,1.0311842993065008,0.8622087429774752,0.8925377292105824,536085678,0.8951370120048523,0.79808429479599,,,,,,0.03639477491378784,,,,,,,4.238148927793839,,,,,,
2005-04-01,0.9358639717102051,0.9878570215545163,0.8665411378702144,0.9878570215545163,355144385,0.8778061032295227,0.8171481549739837,,,,,,-0.017330908775329612,0.019063860177993774,,,,,,-1.9361179956701058,2.388702584714686,,,,,
2005-05-01,0.9618604779243469,0.9878569735696603,0.9012025110145683,0.9358639262508958,437548620,0.909868037700653,0.8466105461120605,,,,,,0.03206193447113037,0.029462391138076804,,,,,,3.652507581477482,3.6055140011929554,,,,,
2005-06-01,1.022518515586853,1.152500218413519,0.9618605444798722,0.9618605444798722,679779673,0.9566612243652344,0.8851716220378876,,,,,,0.04679318666458132,0.038561075925827026,,,,,,5.1428542080490525,4.554759694751431,,,,,
2005-07-01,1.0571799278259277,1.1178379018380575,0.9965220658700865,1.022518564559291,617123813,0.9913228392601013,0.9250325381755828,,,,,,0.034661614894866966,0.03986091613769527,,,,,,3.623185931662043,4.5031850485587555,,,,,
2005-08-01,1.2998120784759521,1.3864665681507888,0.9965222610645085,1.0571801349017487,758531110,1.055446994304657,0.9752920031547546,,,,,,0.0641241550445556,0.050259464979171775,,,,,,6.468544101376317,5.433264550704031,,,,,
2005-09-01,1.6377631425857544,1.6464289040652815,1.3084777651753583,1.3171426302045295,626148952,1.1958268284797668,1.0368164658546448,,,,,,0.1403798341751099,0.0615244626998902,,,,,,13.300510109235187,6.3083120235661205,,,,,
2005-10-01,1.3951313495635986,1.6810905205811402,1.3604699816159964,1.6290984126315848,291323372,1.2824810028076172,1.096174520254135,,,,,,0.08665417432785039,0.05935805439949027,,,,,,7.246381521479339,5.725030066007064,,,,,
2005-11-01,1.3604695796966553,1.5771048302560688,1.2564843860108363,1.4297933036184995,942726915,1.3500712156295775,1.153366219997406,,,,,,0.06759021282196032,0.057191699743270874,,,,,,5.270270099439389,5.217389994616162,,,,,
2005-12-01,1.4384586811065674,1.49045180079209,1.377800807191581,1.377800807191581,333748095,1.4263269662857057,1.2088249027729034,,,,,,0.07625575065612811,0.05545868277549748,,,,,,5.648276163014687,4.808419200592007,,,,,
2006-01-01,1.7330825328826904,1.8543984905951179,1.4384585123776998,1.4384585123776998,479328616,1.5129810571670532,1.2842140257358552,1.0411491602659226,,,,,0.08665409088134757,0.07538912296295175,,,,,,6.075331458326372,6.23656269737809,,,,,
2006-02-01,1.8197368383407593,1.9757141471595658,1.6724243939620553,1.7590789773462867,305241285,1.549375796318054,1.3726013123989105,1.094874733686447,,,,,0.03639473915100089,0.08838728666305529,0.05372557342052442,,,,,2.40549866626536,6.882597829626524,5.16021867671701,,,,
2006-03-01,2.2616732120513916,2.3569925451653186,1.6984209570038264,1.8110710270219748,557470916,1.7226841688156127,1.502582585811615,1.1745965659618378,,,,,0.1733083724975586,0.1299812734127046,0.07972183227539076,,,,,11.185689934579447,9.469703419235032,7.281365604900492,,,,
2006-04-01,2.7122747898101807,2.7296054157898837,2.21834612246151,2.261673359748514,402231738,1.9930452108383179,1.6715582132339477,1.2783649176359178,,,,,0.27036104202270517,0.16897562742233263,0.10376835167407994,,,,,15.694173483267381,11.245679872634827,8.834382347194026,,,,
2006-05-01,2.8942482471466064,3.1888722141921186,2.4349811124524114,2.7122744556533824,473146444,2.284203124046326,1.8552650451660155,1.3901487916707993,,,,,0.291157913208008,0.18370683193206783,0.11178387403488155,,,,,14.608695860217868,10.990154604107506,8.744285179665567,,,,
2006-06-01,2.8422563076019287,3.1368802908286857,2.4956393294232337,2.911579030899967,497700792,2.506037878990173,2.009509468078613,1.492400735616684,,,,,0.2218347549438473,0.15424442291259766,0.10225194394588466,,,,,9.711691250595988,8.313875330885413,7.355467598758958,,,,
2006-07-01,2.571894645690918,2.807594067284926,2.339662021554208,2.807594067284926,326362842,2.656469440460205,2.1029226183891296,1.5698695421218871,,,,,0.150431561470032,0.09341315031051645,0.07746880650520316,,,,,6.002764871640709,4.6485548734355175,5.190885038876081,,,,
2006-08-01,2.9462406635284424,3.095286510055124,2.5718946654829606,2.5718946654829606,376876259,2.793382930755615,2.258033549785614,1.6771040350198745,,,,,0.1369134902954099,0.15511093139648446,0.10723449289798737,,,,,5.153964439044745,7.375969521660375,6.830790076546478,,,,
