Price,Close,High,Low,Open,Volume,5_Month_MA,10_Month_MA,20_Month_MA,30_Month_MA,60_Month_MA,120_Month_MA,233_Month_MA,5_Month_MA_Slope,10_Month_MA_Slope,20_Month_MA_Slope,30_Month_MA_Slope,60_Month_MA_Slope,120_Month_MA_Slope,233_Month_MA_Slope,5_Month_MA_Percent_Change,10_Month_MA_Percent_Change,20_Month_MA_Percent_Change,30_Month_MA_Percent_Change,60_Month_MA_Percent_Change,120_Month_MA_Percent_Change,233_Month_MA_Percent_Change
Ticker,BABA,BABA,BABA,BABA,BABA,,,,,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-01,85.80657958984375,96.28492819544923,83.65296890704981,89.52470233788938,506294400,,,,,,,,,,,,,,,,,,,,,
2014-10-01,95.22261810302734,97.22171337142498,79.97347763351361,85.66172480579691,442028900,,,,,,,,,,,,,,,,,,,,,
2014-11-01,107.81595611572266,115.88959875152379,95.65720925004517,96.2559674613682,773418800,,,,,,,,,,,,,,,,,,,,,
2014-12-01,100.37970733642578,107.85458420866492,97.73355625846082,106.25144126209949,355382700,,,,,,,,,,,,,,,,,,,,,
2015-01-01,86.0287094116211,101.73174391667307,84.3676240707818,100.66942412392245,379702000,95.05071411132812,,,,,,,,,,,,,,,,,,,,
2015-02-01,82.20435333251953,88.7327950505051,81.0068222422328,88.00848509972958,254007500,94.33026885986328,,,,,,,-0.7204452514648381,,,,,,,-0.7579587993636894,,,,,,
2015-03-01,80.38874053955078,84.05858036675986,77.28869500667861,82.08845652596922,389178100,91.36349334716797,,,,,,,-2.966775512695307,,,,,,,-3.1450938797839556,,,,,,
2015-04-01,78.50554656982422,84.68632664336536,77.68466338563364,80.51430138313599,337200600,85.50141143798828,,,,,,,-5.862081909179693,,,,,,,-6.416219098480214,,,,,,
2015-05-01,86.26049041748047,91.80387412119471,75.10611367126383,78.25444981091978,457293200,82.67756805419921,,,,,,,-2.823843383789068,,,,,,,-3.30268627885415,,,,,,
2015-06-01,79.45197296142578,88.46239089576862,78.03233158746491,87.00411140391465,248041200,81.36222076416016,88.20646743774414,,,,,,-1.3153472900390568,,,,,,,-1.5909361160415192,,,,,,
2015-07-01,75.65658569335938,82.45544269419013,73.599548071928,79.77066830428399,255413600,80.05266723632812,87.1914680480957,,,,,,-1.309553527832037,-1.0149993896484375,,,,,,-1.6095351325622786,-1.1507085808246664,,,,,
2015-08-01,63.85517120361328,78.21581918549779,56.0133057465885,75.52138514558926,381320300,76.74595336914062,84.05472335815429,,,,,,-3.306713867187497,-3.136744689941409,,,,,,-4.130672944882097,-3.597536272942614,,,,,
